po_id,orderdate,suppliername,suppliercountry,warehouseid,sku,productname,orderedqty,unitcost,expecteddeliverydate,actualdeliverydate,receivingstore,postatus,receivedqty,deliveryperformance,potype
PO-000140,2025-02-06,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,25,2.1323,2025-02-12,2025-02-12,Boston Flagship,Received,25,OnTime,Regular
PO-000141,2025-03-13,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,25,2.1183,2025-03-19,2025-03-25,Boston Flagship,Received,25,Late,Regular
PO-000142,2025-05-30,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,25,2.1,2025-06-05,2025-06-05,Boston Flagship,Received,25,OnTime,Regular
PO-000143,2025-06-19,REDWOOD SUPPLIERS,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,23,2.1081,2025-06-25,2025-06-25,Boston Flagship,Received,23,OnTime,Regular
PO-000144,2025-07-17,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,25,2.1571,2025-07-23,,Boston Flagship,Received,25,OnTime,Regular
PO-000145,2025-08-01,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,24,2.1107,2025-08-07,2025-08-07,Boston Flagship,Received,24,OnTime,Regular
PO-000146,2025-12-26,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,25,2.1473,2026-01-01,2026-01-01,Boston Flagship,Partial,20,OnTime,Regular
PO-000147,2026-01-23,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,20,2.145,2026-01-29,2026-01-27,Boston Flagship,Received,20,Early,Regular
PO-000148,2026-04-01,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,23,2.1837,2026-04-07,2026-04-09,Boston Flagship,Partial,14,Late,Regular
PO-000149,2026-04-27,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,25,2.2129,2026-05-03,2026-05-03,Boston Flagship,Partial,17,OnTime,Regular
PO-000150,2026-06-01,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,23,2.2134,2026-06-07,2026-06-07,Boston Flagship,Received,23,OnTime,Regular
PO-000151,2026-06-22,redwood suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,25,2.1799,2026-06-28,2026-06-28,Boston Flagship,Partial,18,OnTime,Regular
PO-000152,2026-07-28,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,24,2.1982,2026-08-03,2026-08-03,Boston Flagship,Received,24,OnTime,Regular
PO-000153,2026-08-23,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,21,2.1628,2026-08-29,2026-08-29,Boston Flagship,Received,21,OnTime,Regular
PO-000154,2026-10-14,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,22,2.1826,2026-10-20,2026-10-20,Boston Flagship,Partial,13,OnTime,Regular
PO-000155,2026-11-07,Redwood Suppliers,USA,WH-001,PRD-0012,PureChoice Carbonated Drinks Lite,20,2.2502,2026-11-13,2026-11-12,Boston Flagship,Received,20,Early,Regular
PO-000156,2024-10-01,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,12,2.7835,2024-10-06,2024-10-06,Boston Flagship,Received,12,OnTime,Regular
PO-000157,2025-02-09,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,13,2.7556,2025-02-14,2025-02-14,Boston Flagship,Received,13,OnTime,Regular
PO-000158,2025-03-15,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,13,2.8487,2025-03-20,2025-03-18,Boston Flagship,Received,13,Early,Regular
PO-000159,2025-08-01,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,15,2.7853,2025-08-06,2025-08-06,Boston Flagship,Received,15,OnTime,Regular
PO-000160,2025-09-06,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,15,2.891,2025-09-11,2025-09-13,Boston Flagship,Received,15,Late,Regular
PO-000161,2025-11-17,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,13,2.8284,2025-11-22,2025-11-26,Boston Flagship,Received,13,Late,Regular
PO-000162,2026-03-07,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,13,2.8887,2026-03-12,2026-03-12,Boston Flagship,Received,13,OnTime,Regular
PO-000163,2026-05-23,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,13,2.8686,2026-05-28,2026-06-03,Boston Flagship,Received,13,Late,Regular
PO-000164,2026-07-27,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,13,2.9388,2026-08-01,2026-08-01,Boston Flagship,Received,13,OnTime,Regular
PO-000165,2026-08-10,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,12,2.9574,2026-08-15,2026-08-15,Boston Flagship,Received,12,OnTime,Regular
PO-000166,2026-09-12,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,15,2.9673,2026-09-17,2026-09-17,Boston Flagship,Received,15,OnTime,Regular
PO-000167,2026-10-07,Apex Distribution,USA,WH-001,PRD-0013,EverGreen Juices Plus,13,2.9735,2026-10-12,2026-10-12,Boston Flagship,Received,13,OnTime,Regular
PO-000168,2025-01-26,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,15,1.8898,2025-01-30,2025-01-30,Boston Flagship,Partial,8,OnTime,Regular
PO-000169,2025-03-01,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,17,1.9207,2025-03-05,2025-03-05,Boston Flagship,Received,17,OnTime,Regular
PO-000170,2025-04-19,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,21,1.9196,2025-04-23,2025-04-23,Boston Flagship,Partial,15,OnTime,Regular
PO-000171,2025-04-26,CASCADE NATURAL FOODS,USA,WH-001,PRD-0014,OptimaFood Juices Select,20,1.9005,2025-04-30,2025-04-30,Boston Flagship,Received,20,OnTime,Regular
PO-000172,2025-06-25,cascade natural foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,18,1.9874,2025-06-29,2025-06-29,Boston Flagship,Partial,12,OnTime,Regular
PO-000173,2025-10-24,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,22,1.9867,2025-10-28,2025-10-28,Boston Flagship,Received,22,OnTime,Regular
PO-000174,2025-12-11,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,29,1.965,2025-12-15,2025-12-15,Boston Flagship,Received,29,OnTime,Regular
PO-000175,2026-03-09,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,32,1.9738,2026-03-13,2026-03-13,Boston Flagship,Received,32,OnTime,Regular
PO-000176,2026-05-04,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,28,1.9785,2026-05-08,2026-05-07,Boston Flagship,Received,28,Early,Regular
PO-000177,2026-06-23,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,35,1.9522,2026-06-27,2026-06-27,Boston Flagship,Received,35,OnTime,Regular
PO-000178,2026-08-20,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,37,1.9697,2026-08-24,2026-08-24,Boston Flagship,Received,37,OnTime,Regular
PO-000179,2026-09-23,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,38,1.9619,2026-09-27,2026-09-27,Boston Flagship,Received,38,OnTime,Regular
PO-000180,2026-11-05,Cascade Natural Foods,USA,WH-001,PRD-0014,OptimaFood Juices Select,33,1.9735,2026-11-09,,Boston Flagship,Received,33,OnTime,Regular
PO-000181,2024-11-07,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,21,3.141,2024-11-13,2024-11-13,Boston Flagship,Partial,13,OnTime,Regular
PO-000182,2024-11-19,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,18,3.2936,2024-11-25,2024-11-25,Boston Flagship,Received,18,OnTime,Regular
PO-000183,2024-12-26,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,23,3.2809,2025-01-01,2025-01-01,Boston Flagship,Partial,19,OnTime,Regular
PO-000184,2025-01-29,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.2428,2025-02-04,2025-02-04,Boston Flagship,Received,25,OnTime,Regular
PO-000185,2025-03-08,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.3162,2025-03-14,2025-03-14,Boston Flagship,Received,25,OnTime,Regular
PO-000186,2025-05-16,REDWOOD SUPPLIERS,USA,WH-001,PRD-0015,QuickServe Juices Premium,19,3.266,2025-05-22,2025-05-22,Boston Flagship,Received,19,OnTime,Regular
PO-000187,2025-06-04,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.2369,2025-06-10,2025-06-13,Boston Flagship,Received,25,Late,Regular
PO-000188,2025-06-22,REDWOOD SUPPLIERS,USA,WH-001,PRD-0015,QuickServe Juices Premium,20,3.3441,2025-06-28,2025-06-28,Boston Flagship,Partial,11,OnTime,Regular
PO-000189,2025-07-08,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,21,3.245,2025-07-14,2025-07-14,Boston Flagship,Received,21,OnTime,Regular
PO-000190,2025-07-19,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,21,3.2003,2025-07-25,2025-07-25,Boston Flagship,Received,21,OnTime,Regular
PO-000191,2025-08-11,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,20,3.2885,2025-08-17,2025-08-17,Boston Flagship,Received,20,OnTime,Regular
PO-000192,2025-09-19,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,20,3.2485,2025-09-25,2025-09-25,Boston Flagship,Received,20,OnTime,Regular
PO-000193,2025-11-03,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.306,2025-11-09,,Boston Flagship,Received,25,OnTime,Regular
PO-000194,2025-11-24,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,23,3.2527,2025-11-30,2025-11-30,Boston Flagship,Received,23,OnTime,Regular
PO-000195,2025-12-26,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,24,3.2844,2026-01-01,2026-01-01,Boston Flagship,Received,24,OnTime,Regular
PO-000196,2026-02-23,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,19,3.2738,2026-03-01,2026-02-27,Boston Flagship,Received,19,Early,Regular
PO-000197,2026-04-04,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,18,3.3101,2026-04-10,2026-04-10,Boston Flagship,Received,18,OnTime,Regular
PO-000198,2026-04-15,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.2934,2026-04-21,2026-04-21,Boston Flagship,Received,25,OnTime,Regular
PO-000199,2026-05-05,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.3672,2026-05-11,2026-05-11,Boston Flagship,Received,25,OnTime,Regular
PO-000200,2026-05-27,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,24,3.3735,2026-06-02,2026-06-02,Boston Flagship,Partial,15,OnTime,Regular
PO-000201,2026-06-06,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,20,3.3519,2026-06-12,2026-06-14,Boston Flagship,Received,20,Late,Regular
PO-000202,2026-07-25,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.2809,2026-07-31,2026-07-31,Boston Flagship,Partial,20,OnTime,Regular
PO-000203,2026-08-23,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,23,3.4154,2026-08-29,2026-08-29,Boston Flagship,Partial,17,OnTime,Regular
PO-000204,2026-08-30,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,19,3.3256,2026-09-05,2026-09-05,Boston Flagship,Partial,15,OnTime,Regular
PO-000205,2026-09-08,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,20,3.3966,2026-09-14,2026-09-14,Boston Flagship,Partial,16,OnTime,Regular
PO-000206,2026-09-26,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,23,3.3328,2026-10-02,2026-10-02,Boston Flagship,Received,23,OnTime,Regular
PO-000207,2026-11-11,redwood suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,24,3.387,2026-11-17,2026-11-17,Boston Flagship,Received,24,OnTime,Regular
PO-000208,2026-12-10,Redwood Suppliers,USA,WH-001,PRD-0015,QuickServe Juices Premium,25,3.3169,2026-12-16,2026-12-16,Boston Flagship,Received,25,OnTime,Regular
PO-000209,2024-11-16,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,14,3.2483,2024-11-20,2024-11-20,Boston Flagship,Received,14,OnTime,Regular
PO-000210,2024-12-12,NEXGEN WHOLESALE,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,13,3.2997,2024-12-16,2024-12-16,Boston Flagship,Received,13,OnTime,Regular
PO-000211,2024-12-26,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,15,3.2593,2024-12-30,2024-12-30,Boston Flagship,Received,15,OnTime,Regular
PO-000212,2025-01-13,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,15,3.1843,2025-01-17,2025-01-17,Boston Flagship,Received,15,OnTime,Regular
PO-000213,2025-02-09,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,19,3.2693,2025-02-13,2025-02-18,Boston Flagship,Received,19,Late,Regular
PO-000214,2025-04-29,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,21,3.3004,2025-05-03,2025-05-01,Boston Flagship,Received,21,Early,Regular
PO-000215,2025-08-12,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,20,3.3101,2025-08-16,2025-08-15,Boston Flagship,Received,20,Early,Regular
PO-000216,2025-08-23,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,24,3.3439,2025-08-27,2025-08-27,Boston Flagship,Received,24,OnTime,Regular
PO-000217,2025-10-24,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,27,3.3443,2025-10-28,2025-10-28,Boston Flagship,Received,27,OnTime,Regular
PO-000218,2025-12-14,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,29,3.2446,2025-12-18,2025-12-17,Boston Flagship,Received,29,Early,Regular
PO-000219,2026-02-13,NEXGEN WHOLESALE,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,31,3.281,2026-02-17,2026-02-17,Boston Flagship,Received,31,OnTime,Regular
PO-000220,2026-03-26,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,32,3.4005,2026-03-30,2026-03-30,Boston Flagship,Received,32,OnTime,Regular
PO-000221,2026-04-21,nexgen wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,29,3.3189,2026-04-25,2026-04-24,Boston Flagship,Received,29,Early,Regular
PO-000222,2026-07-07,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,36,3.3397,2026-07-11,2026-07-11,Boston Flagship,Received,36,OnTime,Regular
PO-000223,2026-08-25,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,37,3.4291,2026-08-29,2026-08-28,Boston Flagship,Received,37,Early,Regular
PO-000224,2026-11-05,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,40,3.3178,2026-11-09,2026-11-09,Boston Flagship,Received,40,OnTime,Regular
PO-000225,2026-12-13,NexGen Wholesale,USA,WH-001,PRD-0016,FreshFirst Juices Deluxe,32,3.4683,2026-12-17,2026-12-17,Boston Flagship,Received,32,OnTime,Regular
PO-000226,2025-10-17,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,13,1.4535,2025-10-20,2025-10-20,Boston Flagship,Received,13,OnTime,Regular
PO-000227,2025-11-12,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,14,1.4403,2025-11-15,2025-11-14,Boston Flagship,Received,14,Early,Regular
PO-000228,2025-11-24,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,16,1.4276,2025-11-27,2025-11-27,Boston Flagship,Received,16,OnTime,Regular
PO-000229,2025-12-15,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,15,1.4505,2025-12-18,2025-12-18,Boston Flagship,Received,15,OnTime,Regular
PO-000230,2026-01-30,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,12,1.4214,2026-02-02,2026-02-02,Boston Flagship,Received,12,OnTime,Regular
PO-000231,2026-02-09,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,14,1.4516,2026-02-12,2026-02-12,Boston Flagship,Received,14,OnTime,Regular
PO-000232,2026-03-10,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,12,1.4173,2026-03-13,2026-03-13,Boston Flagship,Received,12,OnTime,Regular
PO-000233,2026-03-22,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,15,1.4209,2026-03-25,2026-03-25,Boston Flagship,Received,15,OnTime,Regular
PO-000234,2026-03-27,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,13,1.4261,2026-03-30,2026-04-02,Boston Flagship,Received,13,Late,Regular
PO-000235,2026-04-23,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,15,1.4528,2026-04-26,2026-04-26,Boston Flagship,Received,15,OnTime,Regular
PO-000236,2026-05-31,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,14,1.4813,2026-06-03,2026-06-03,Boston Flagship,Received,14,OnTime,Regular
PO-000237,2026-06-20,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,12,1.4426,2026-06-23,2026-06-25,Boston Flagship,Received,12,Late,Regular
PO-000238,2026-07-05,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,11,1.4439,2026-07-08,2026-07-12,Boston Flagship,Received,11,Late,Regular
PO-000239,2026-08-25,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,12,1.4799,2026-08-28,2026-08-28,Boston Flagship,Received,12,OnTime,Regular
PO-000240,2026-09-26,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,14,1.4553,2026-09-29,2026-09-29,Boston Flagship,Received,14,OnTime,Regular
PO-000241,2026-11-11,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,15,1.4911,2026-11-14,2026-11-14,Boston Flagship,Partial,8,OnTime,Regular
PO-000242,2026-11-27,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,13,1.486,2026-11-30,2026-11-30,Boston Flagship,Received,13,OnTime,Regular
PO-000243,2026-12-14,Pinnacle Supply Group,USA,WH-001,PRD-0018,CoastalSelect Juices Plus,15,1.4452,2026-12-17,2026-12-17,Boston Flagship,Received,15,OnTime,Regular
PO-000244,2024-10-11,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,29,2.7746,2024-11-08,2024-11-08,Boston Flagship,Received,29,OnTime,Regular
PO-000245,2024-12-17,OMNISOURCE GLOBAL,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,34,2.8635,2025-01-14,2025-01-14,Boston Flagship,Received,34,OnTime,Regular
PO-000246,2025-03-03,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,34,2.8447,2025-03-31,2025-03-31,Boston Flagship,Received,34,OnTime,Regular
PO-000247,2025-04-14,omnisource global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,28,2.8321,2025-05-12,2025-05-12,Boston Flagship,Received,28,OnTime,Regular
PO-000248,2025-06-04,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,27,2.8934,2025-07-02,2025-07-02,Boston Flagship,Received,27,OnTime,Regular
PO-000249,2025-07-04,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,25,2.8835,2025-08-01,2025-08-01,Boston Flagship,Received,25,OnTime,Regular
PO-000250,2025-08-10,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,33,2.8468,2025-09-07,2025-09-07,Boston Flagship,Received,33,OnTime,Regular
PO-000251,2025-10-09,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,24,2.9267,2025-11-06,2025-11-27,Boston Flagship,Received,24,Late,Regular
PO-000252,2025-12-20,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,36,2.8272,2026-01-17,2026-01-17,Boston Flagship,Received,36,OnTime,Regular
PO-000253,2026-03-22,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,27,2.9479,2026-04-19,2026-04-19,Boston Flagship,Received,27,OnTime,Regular
PO-000254,2026-05-05,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,29,2.9599,2026-06-02,2026-06-02,Boston Flagship,Received,29,OnTime,Regular
PO-000255,2026-06-16,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,24,2.9842,2026-07-14,2026-08-03,Boston Flagship,Partial,19,Late,Regular
PO-000256,2026-08-11,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,26,2.9198,2026-09-08,2026-09-15,Boston Flagship,Partial,21,Late,Regular
PO-000257,2026-10-07,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,41,2.9909,2026-11-04,2026-11-04,Boston Flagship,Received,41,OnTime,Regular
PO-000258,2026-11-25,OmniSource Global,China,WH-001,PRD-0019,CoastalSelect Juices Deluxe,25,3.2513,2026-12-23,2026-12-23,Boston Flagship,Received,25,OnTime,Regular
PO-000259,2024-12-22,eastbridge imports,China,WH-001,PRD-0020,HomeComfort Juices Value,30,3.6513,2025-01-16,2025-02-04,Boston Flagship,Received,30,Late,Regular
PO-000260,2025-06-25,EastBridge Imports,China,WH-001,PRD-0020,HomeComfort Juices Value,26,3.5538,2025-07-20,2025-07-20,Boston Flagship,Received,26,OnTime,Regular
PO-000261,2025-08-26,EastBridge Imports,China,WH-001,PRD-0020,HomeComfort Juices Value,33,3.5841,2025-09-20,2025-09-26,Boston Flagship,Received,33,Late,Regular
PO-000262,2025-10-30,EastBridge Imports,China,WH-001,PRD-0020,HomeComfort Juices Value,30,3.5924,2025-11-24,2025-11-24,Boston Flagship,Received,30,OnTime,Regular
PO-000263,2026-01-15,EastBridge Imports,China,WH-001,PRD-0020,HomeComfort Juices Value,25,3.7143,2026-02-09,2026-02-14,Boston Flagship,Received,25,Late,Regular
PO-000264,2026-04-30,EastBridge Imports,China,WH-001,PRD-0020,HomeComfort Juices Value,26,3.7907,2026-05-25,2026-05-25,Boston Flagship,Received,26,OnTime,Regular
PO-000265,2026-08-23,EastBridge Imports,China,WH-001,PRD-0020,HomeComfort Juices Value,26,3.674,2026-09-17,2026-09-17,Boston Flagship,Received,26,OnTime,Regular
PO-000266,2026-12-27,EastBridge Imports,China,WH-001,PRD-0020,HomeComfort Juices Value,32,3.6929,2026-12-31,2026-12-31,Boston Flagship,Received,32,Late,Regular
PO-000267,2024-12-05,GreenLeaf Organics,USA,WH-001,PRD-0022,ElitePro Juices Lite,15,2.9294,2024-12-08,2024-12-06,Boston Flagship,Partial,12,Early,Regular
PO-000268,2025-01-11,GreenLeaf Organics,USA,WH-001,PRD-0022,ElitePro Juices Lite,15,2.9538,2025-01-14,2025-01-16,Boston Flagship,Received,15,Late,Regular
PO-000269,2025-06-11,GreenLeaf Organics,USA,WH-001,PRD-0022,ElitePro Juices Lite,19,2.9973,2025-06-14,2025-06-14,Boston Flagship,Received,19,OnTime,Regular
PO-000270,2025-09-08,GreenLeaf Organics,USA,WH-001,PRD-0022,ElitePro Juices Lite,26,2.9744,2025-09-11,2025-09-11,Boston Flagship,Received,26,OnTime,Regular
PO-000271,2025-11-25,GreenLeaf Organics,USA,WH-001,PRD-0022,ElitePro Juices Lite,23,3.0442,2025-11-28,2025-11-28,Boston Flagship,Received,23,OnTime,Regular
PO-000272,2026-03-06,GreenLeaf Organics,USA,WH-001,PRD-0022,ElitePro Juices Lite,29,3.0822,2026-03-09,2026-03-09,Boston Flagship,Received,29,OnTime,Regular
