logisticsid,po_id,carrier,shipmentmode,freightcost,expecteddelivery,actualdelivery,shipmentstatus,origincountry,destinationstore
LOG-000237,PO-000237,Echo Global,Truck,1.39,2026-06-23,2026-06-25,Delivered,USA,Boston Flagship
LOG-000238,PO-000238,J.B. Hunt,Truck,1.14,2026-07-08,2026-07-12,Delivered,USA,Boston Flagship
LOG-000239,PO-000239,Echo Global,Truck,1.76,2026-08-28,2026-08-28,Delivered,USA,Boston Flagship
LOG-000240,PO-000240,UPS Supply Chain,Truck,2.1,2026-09-29,2026-09-29,Delivered,USA,Boston Flagship
LOG-000241,PO-000241,Echo Global,Truck,1.37,2026-11-14,2026-11-14,Delivered,USA,Boston Flagship
LOG-000242,PO-000242,UPS Supply Chain,Truck,1.57,2026-11-30,2026-11-30,Delivered,USA,Boston Flagship
LOG-000243,PO-000243,Echo Global,Air,1.96,2026-12-17,2026-12-17,Delivered,USA,Boston Flagship
LOG-000244,PO-000244,UPS Supply Chain,Truck,9.61,2024-11-08,2024-11-08,Delivered,China,Boston Flagship
LOG-000245,PO-000245,XPO Logistics,Truck,9.87,2025-01-14,2025-01-14,Delivered,China,Boston Flagship
LOG-000246,PO-000246,FedEx Freight,Air,7.94,2025-03-31,2025-03-31,Delivered,China,Boston Flagship
LOG-000247,PO-000247,FedEx Freight,Air,5.16,2025-05-12,2025-05-12,Delivered,China,Boston Flagship
LOG-000248,PO-000248,XPO Logistics,Rail,6.8,2025-07-02,2025-07-02,Delivered,China,Boston Flagship
LOG-000249,PO-000249,Echo Global,Air,4.43,2025-08-01,2025-08-01,Delivered,China,Boston Flagship
LOG-000250,PO-000250,Ryder,Truck,6.2,2025-09-07,2025-09-07,Delivered,China,Boston Flagship
LOG-000251,PO-000251,J.B. Hunt,Truck,6.97,2025-11-06,2025-11-27,Delivered,China,Boston Flagship
LOG-000252,PO-000252,J.B. Hunt,Air,5.22,2026-01-17,2026-01-17,Delivered,China,Boston Flagship
LOG-000253,PO-000253,J.B. Hunt,Truck,7.03,2026-04-19,2026-04-19,Delivered,China,Boston Flagship
LOG-000254,PO-000254,Ryder,Truck,8.0,2026-06-02,2026-06-02,Delivered,China,Boston Flagship
LOG-000255,PO-000255,J.B. Hunt,Rail,3.71,2026-07-14,2026-08-03,Delivered,China,Boston Flagship
LOG-000256,PO-000256,XPO Logistics,Truck,5.92,2026-09-08,2026-09-15,Delivered,China,Boston Flagship
LOG-000257,PO-000257,J.B. Hunt,Sea,6.36,2026-11-04,2026-11-04,Delivered,China,Boston Flagship
LOG-000258,PO-000258,XPO Logistics,Rail,4.66,2026-12-23,2026-12-23,Delivered,China,Boston Flagship
LOG-000259,PO-000259,FedEx Freight,Sea,9.28,2025-01-16,2025-02-04,Delivered,China,Boston Flagship
LOG-000260,PO-000260,UPS Supply Chain,Sea,4.82,2025-07-20,2025-07-20,Delivered,China,Boston Flagship
LOG-000261,PO-000261,FedEx Freight,Truck,8.19,2025-09-20,2025-09-26,Delivered,China,Boston Flagship
LOG-000262,PO-000262,XPO Logistics,Truck,5.14,2025-11-24,2025-11-24,Delivered,China,Boston Flagship
LOG-000263,PO-000263,J.B. Hunt,Truck,8.42,2026-02-09,2026-02-14,Delivered,China,Boston Flagship
LOG-000264,PO-000264,FedEx Freight,Air,6.45,2026-05-25,2026-05-25,Delivered,China,Boston Flagship
LOG-000265,PO-000265,J.B. Hunt,Sea,5.43,2026-09-17,2026-09-17,Delivered,China,Boston Flagship
LOG-000266,PO-000266,J.B. Hunt,Rail,8.53,2026-12-31,2026-12-31,Delivered,China,Boston Flagship
LOG-000267,PO-000267,J.B. Hunt,Rail,4.34,2024-12-08,2024-12-06,Delivered,USA,Boston Flagship
LOG-000268,PO-000268,XPO Logistics,Rail,2.01,2025-01-14,2025-01-16,Delivered,USA,Boston Flagship
LOG-000269,PO-000269,Ryder,Sea,5.56,2025-06-14,2025-06-14,Delivered,USA,Boston Flagship
LOG-000270,PO-000270,FedEx Freight,Truck,3.32,2025-09-11,2025-09-11,Delivered,USA,Boston Flagship
LOG-000271,PO-000271,FedEx Freight,Rail,3.35,2025-11-28,2025-11-28,Delivered,USA,Boston Flagship
LOG-000272,PO-000272,XPO Logistics,Truck,6.01,2026-03-09,2026-03-09,Delivered,USA,Boston Flagship
LOG-000273,PO-000273,XPO Logistics,Truck,6.83,2026-04-15,2026-04-15,Delivered,USA,Boston Flagship
LOG-000274,PO-000274,Ryder,Rail,7.47,2026-12-05,2026-12-03,Delivered,USA,Boston Flagship
LOG-000275,PO-000275,FedEx Freight,Truck,1.29,2024-11-11,2024-11-11,Delivered,China,Boston Flagship
LOG-000276,PO-000276,UPS Supply Chain,Truck,1.31,2025-04-10,2025-04-21,Delivered,China,Boston Flagship
LOG-000277,PO-000277,Ryder,Sea,1.0,2025-05-20,2025-05-27,Delivered,China,Boston Flagship
LOG-000278,PO-000278,UPS Supply Chain,Sea,3.08,2025-06-27,2025-06-27,Delivered,China,Boston Flagship
LOG-000279,PO-000279,FedEx Freight,Sea,2.71,2025-08-16,2025-08-16,Delivered,China,Boston Flagship
LOG-000280,PO-000280,UPS Supply Chain,Truck,1.88,2025-09-25,2025-09-30,Delivered,China,Boston Flagship
LOG-000281,PO-000281,FedEx Freight,Truck,1.82,2025-10-28,2025-10-28,Delivered,China,Boston Flagship
LOG-000282,PO-000282,FedEx Freight,Sea,1.64,2026-02-03,2026-02-03,Delivered,China,Boston Flagship
LOG-000283,PO-000283,Echo Global,Rail,2.23,2026-03-19,2026-03-19,Delivered,China,Boston Flagship
LOG-000284,PO-000284,FedEx Freight,Truck,2.4,2026-04-20,2026-04-20,Delivered,China,Boston Flagship
LOG-000285,PO-000285,J.B. Hunt,Rail,2.7,2026-06-07,2026-06-05,Delivered,China,Boston Flagship
LOG-000286,PO-000286,Ryder,Truck,2.01,2026-07-24,2026-07-24,Delivered,China,Boston Flagship
LOG-000287,PO-000287,Ryder,Truck,3.74,2026-09-06,2026-09-18,Delivered,China,Boston Flagship
LOG-000288,PO-000288,Ryder,Truck,2.02,2025-05-26,2025-05-26,Delivered,USA,Boston Flagship
LOG-000289,PO-000289,XPO Logistics,Truck,0.85,2025-08-01,2025-08-01,Delivered,USA,Boston Flagship
LOG-000290,PO-000290,J.B. Hunt,Rail,1.22,2025-10-15,2025-10-15,Delivered,USA,Boston Flagship
LOG-000291,PO-000291,Ryder,Truck,1.28,2026-01-04,2026-01-04,Delivered,USA,Boston Flagship
LOG-000292,PO-000292,Echo Global,Rail,0.61,2026-01-30,2026-01-30,Delivered,USA,Boston Flagship
LOG-000293,PO-000293,UPS Supply Chain,Truck,1.62,2026-05-29,2026-05-29,Delivered,USA,Boston Flagship
LOG-000294,PO-000294,Ryder,Truck,0.8,2026-06-28,2026-06-28,Delivered,USA,Boston Flagship
LOG-000295,PO-000295,Echo Global,Truck,1.31,2026-07-21,2026-07-21,Delivered,USA,Boston Flagship
LOG-000296,PO-000296,Echo Global,Sea,1.81,2026-08-31,2026-08-31,Delivered,USA,Boston Flagship
LOG-000297,PO-000297,J.B. Hunt,Sea,0.74,2025-03-08,2025-03-08,Delivered,Mexico,Boston Flagship
LOG-000298,PO-000298,UPS Supply Chain,Rail,1.22,2025-05-14,2025-05-24,Delivered,Mexico,Boston Flagship
LOG-000299,PO-000299,UPS Supply Chain,Truck,0.91,2025-07-12,2025-07-12,Delivered,Mexico,Boston Flagship
LOG-000300,PO-000300,UPS Supply Chain,Air,1.18,2025-09-15,2025-09-15,Delivered,Mexico,Boston Flagship
LOG-000301,PO-000301,FedEx Freight,Truck,1.04,2025-10-18,2025-10-18,Delivered,Mexico,Boston Flagship
LOG-000302,PO-000302,Echo Global,Truck,1.61,2025-12-29,2026-01-07,Delivered,Mexico,Boston Flagship
LOG-000303,PO-000303,J.B. Hunt,Air,1.77,2026-06-05,2026-06-04,Delivered,Mexico,Boston Flagship
LOG-000304,PO-000304,J.B. Hunt,Rail,1.98,2026-09-11,2026-09-11,Delivered,Mexico,Boston Flagship
LOG-000305,PO-000305,Echo Global,Truck,2.36,2026-10-23,2026-10-23,Delivered,Mexico,Boston Flagship
LOG-000306,PO-000306,UPS Supply Chain,Truck,1.92,2026-12-30,2026-12-30,Delivered,Mexico,Boston Flagship
LOG-000307,PO-000307,J.B. Hunt,Truck,2.71,2024-11-19,2024-11-19,Delivered,USA,Boston Flagship
LOG-000308,PO-000308,Ryder,Rail,1.26,2025-03-27,2025-03-27,Delivered,USA,Boston Flagship
LOG-000309,PO-000309,Echo Global,Truck,2.29,2025-04-25,2025-04-25,Delivered,USA,Boston Flagship
LOG-000310,PO-000310,J.B. Hunt,Rail,1.12,2025-06-04,2025-06-02,Delivered,USA,Boston Flagship
LOG-000311,PO-000311,UPS Supply Chain,Truck,2.75,2025-07-11,2025-07-11,Delivered,USA,Boston Flagship
LOG-000312,PO-000312,XPO Logistics,Truck,2.19,2025-08-12,2025-08-14,Delivered,USA,Boston Flagship
LOG-000313,PO-000313,XPO Logistics,Truck,2.79,2025-09-25,2025-09-25,Delivered,USA,Boston Flagship
LOG-000314,PO-000314,Ryder,Truck,2.38,2025-10-15,2025-10-15,Delivered,USA,Boston Flagship
LOG-000315,PO-000315,J.B. Hunt,Air,2.45,2025-11-05,2025-11-05,Delivered,USA,Boston Flagship
LOG-000316,PO-000316,Echo Global,Truck,2.15,2025-11-30,2025-11-30,Delivered,USA,Boston Flagship
LOG-000317,PO-000317,J.B. Hunt,Truck,2.73,2025-12-24,2025-12-24,Delivered,USA,Boston Flagship
LOG-000318,PO-000318,UPS Supply Chain,Air,0.97,2026-04-06,2026-04-06,Delivered,USA,Boston Flagship
LOG-000319,PO-000319,J.B. Hunt,Rail,1.61,2026-05-03,2026-05-03,Delivered,USA,Boston Flagship
LOG-000320,PO-000320,J.B. Hunt,Truck,1.43,2026-07-13,2026-07-13,Delivered,USA,Boston Flagship
LOG-000321,PO-000321,Ryder,Truck,2.53,2026-08-16,2026-08-16,Delivered,USA,Boston Flagship
LOG-000322,PO-000322,UPS Supply Chain,Truck,2.59,2026-09-30,2026-09-30,Delivered,USA,Boston Flagship
LOG-000323,PO-000323,UPS Supply Chain,Rail,1.85,2026-11-18,2026-11-18,Delivered,USA,Boston Flagship
LOG-000324,PO-000324,FedEx Freight,Truck,1.0,2026-12-04,2026-12-04,Delivered,USA,Boston Flagship
LOG-000325,PO-000325,J.B. Hunt,Truck,3.13,2024-12-10,2024-12-27,Delivered,China,Boston Flagship
LOG-000326,PO-000326,XPO Logistics,Truck,11.13,2025-03-06,2025-03-06,Delivered,China,Boston Flagship
LOG-000327,PO-000327,Ryder,Rail,8.16,2025-06-09,2025-06-09,Delivered,China,Boston Flagship
LOG-000328,PO-000328,J.B. Hunt,Truck,8.71,2025-07-20,2025-08-01,Delivered,China,Boston Flagship
LOG-000329,PO-000329,UPS Supply Chain,Truck,4.82,2025-08-27,2025-08-30,Delivered,China,Boston Flagship
LOG-000330,PO-000330,UPS Supply Chain,Truck,6.73,2025-09-24,2025-10-07,Delivered,China,Boston Flagship
LOG-000331,PO-000331,UPS Supply Chain,Rail,6.36,2025-11-09,2025-11-09,Delivered,China,Boston Flagship
LOG-000332,PO-000332,J.B. Hunt,Truck,3.34,2026-01-05,2026-01-05,Delivered,China,Boston Flagship
LOG-000333,PO-000333,J.B. Hunt,Truck,10.21,2026-01-30,2026-01-30,Delivered,China,Boston Flagship
LOG-000334,PO-000334,FedEx Freight,Air,10.34,2026-04-06,2026-04-15,Delivered,China,Boston Flagship
LOG-000335,PO-000335,Echo Global,Air,7.2,2026-07-23,2026-07-23,Delivered,China,Boston Flagship
LOG-000336,PO-000336,UPS Supply Chain,Truck,9.43,2026-09-12,2026-09-12,Delivered,China,Boston Flagship
LOG-000337,PO-000337,XPO Logistics,Sea,3.07,2026-09-30,2026-10-10,Delivered,China,Boston Flagship
LOG-000338,PO-000338,Echo Global,Truck,2.73,2026-11-26,2026-12-06,Delivered,China,Boston Flagship
LOG-000339,PO-000339,Ryder,Rail,6.56,2026-12-31,2026-12-31,Delivered,China,Boston Flagship
LOG-000340,PO-000340,J.B. Hunt,Air,1.14,2024-12-15,2024-12-15,Delivered,USA,Boston Flagship
LOG-000341,PO-000341,XPO Logistics,Air,1.02,2025-01-04,2025-01-04,Delivered,USA,Boston Flagship
LOG-000342,PO-000342,Echo Global,Rail,1.28,2025-03-07,2025-03-07,Delivered,USA,Boston Flagship
LOG-000343,PO-000343,FedEx Freight,Sea,0.74,2025-07-09,2025-07-08,Delivered,USA,Boston Flagship
LOG-000344,PO-000344,Echo Global,Truck,0.49,2025-08-13,2025-08-13,Delivered,USA,Boston Flagship
LOG-000345,PO-000345,FedEx Freight,Truck,1.09,2025-08-22,2025-08-22,Delivered,USA,Boston Flagship
LOG-000346,PO-000346,Echo Global,Truck,0.7,2025-09-19,2025-09-19,Delivered,USA,Boston Flagship
LOG-000347,PO-000347,J.B. Hunt,Truck,0.69,2026-01-07,2026-01-07,Delivered,USA,Boston Flagship
LOG-000348,PO-000348,Ryder,Truck,0.9,2026-02-16,2026-02-16,Delivered,USA,Boston Flagship
LOG-000349,PO-000349,XPO Logistics,Air,0.57,2026-08-13,2026-08-13,Delivered,USA,Boston Flagship
LOG-000350,PO-000350,UPS Supply Chain,Rail,0.78,2024-10-30,2024-10-30,Delivered,USA,Boston Flagship
LOG-000351,PO-000351,Echo Global,Sea,1.77,2024-11-25,2024-11-25,Delivered,USA,Boston Flagship
LOG-000352,PO-000352,XPO Logistics,Truck,1.3,2024-12-03,2024-12-03,Delivered,USA,Boston Flagship
LOG-000353,PO-000353,FedEx Freight,Truck,1.64,2025-02-18,2025-02-18,Delivered,USA,Boston Flagship
LOG-000354,PO-000354,J.B. Hunt,Sea,2.23,2025-03-21,2025-03-21,Delivered,USA,Boston Flagship
LOG-000355,PO-000355,UPS Supply Chain,Rail,2.48,2025-04-25,2025-04-25,Delivered,USA,Boston Flagship
LOG-000356,PO-000356,XPO Logistics,Truck,2.73,2025-05-03,2025-05-03,Delivered,USA,Boston Flagship
LOG-000357,PO-000357,J.B. Hunt,Truck,3.44,2025-05-31,2025-05-31,Delivered,USA,Boston Flagship
LOG-000358,PO-000358,Ryder,Truck,3.0,2025-08-28,2025-08-28,Delivered,USA,Boston Flagship
LOG-000359,PO-000359,UPS Supply Chain,Rail,1.92,2025-09-17,2025-09-17,Delivered,USA,Boston Flagship
LOG-000360,PO-000360,J.B. Hunt,Rail,3.34,2025-10-01,2025-10-01,Delivered,USA,Boston Flagship
LOG-000361,PO-000361,XPO Logistics,Rail,4.19,2025-11-19,2025-11-19,Delivered,USA,Boston Flagship
LOG-000362,PO-000362,XPO Logistics,Sea,3.16,2025-12-02,2025-12-02,Delivered,USA,Boston Flagship
LOG-000363,PO-000363,XPO Logistics,Rail,3.96,2025-12-28,2025-12-26,Delivered,USA,Boston Flagship
LOG-000364,PO-000364,FedEx Freight,Truck,2.73,2026-01-28,2026-01-28,Delivered,USA,Boston Flagship
LOG-000365,PO-000365,UPS Supply Chain,Truck,4.57,2026-02-27,2026-02-27,Delivered,USA,Boston Flagship
LOG-000366,PO-000366,Ryder,Truck,2.72,2026-04-04,2026-04-04,Delivered,USA,Boston Flagship
LOG-000367,PO-000367,UPS Supply Chain,Truck,3.88,2026-05-06,2026-05-06,Delivered,USA,Boston Flagship
LOG-000368,PO-000368,Echo Global,Truck,2.7,2026-05-30,2026-05-30,Delivered,USA,Boston Flagship
LOG-000369,PO-000369,J.B. Hunt,Truck,3.73,2026-07-10,2026-07-09,Delivered,USA,Boston Flagship
LOG-000370,PO-000370,Ryder,Truck,2.1,2026-07-27,2026-07-27,Delivered,USA,Boston Flagship
LOG-000371,PO-000371,XPO Logistics,Truck,4.58,2026-08-15,2026-08-18,Delivered,USA,Boston Flagship
LOG-000372,PO-000372,XPO Logistics,Truck,6.74,2026-09-12,2026-09-12,Delivered,USA,Boston Flagship
LOG-000373,PO-000373,FedEx Freight,Truck,6.58,2026-10-15,2026-10-15,Delivered,USA,Boston Flagship
LOG-000374,PO-000374,UPS Supply Chain,Truck,7.05,2026-11-03,2026-11-01,Delivered,USA,Boston Flagship
LOG-000375,PO-000375,J.B. Hunt,Truck,4.66,2026-11-19,2026-11-19,Delivered,USA,Boston Flagship
LOG-000376,PO-000376,J.B. Hunt,Truck,3.64,2026-12-12,2026-12-11,Delivered,USA,Boston Flagship
LOG-000377,PO-000377,UPS Supply Chain,Sea,5.54,2026-12-25,2026-12-25,Delivered,USA,Boston Flagship
LOG-000378,PO-000378,UPS Supply Chain,Truck,3.52,2026-12-29,2026-12-29,Delivered,USA,Boston Flagship
LOG-000379,PO-000379,FedEx Freight,Sea,11.71,2024-11-27,2024-12-13,Delivered,China,Boston Flagship
LOG-000380,PO-000380,UPS Supply Chain,Truck,9.97,2025-03-28,2025-03-28,Delivered,China,Boston Flagship
LOG-000381,PO-000381,Echo Global,Truck,6.76,2025-06-01,2025-06-01,Delivered,China,Boston Flagship
LOG-000382,PO-000382,FedEx Freight,Truck,9.46,2025-07-26,2025-07-26,Delivered,China,Boston Flagship
LOG-000383,PO-000383,XPO Logistics,Truck,15.16,2025-09-07,2025-09-12,Delivered,China,Boston Flagship
LOG-000384,PO-000384,J.B. Hunt,Truck,7.71,2025-11-20,2025-11-20,Delivered,China,Boston Flagship
LOG-000385,PO-000385,Ryder,Sea,11.45,2026-06-04,2026-06-14,Delivered,China,Boston Flagship
LOG-000386,PO-000386,XPO Logistics,Truck,11.93,2026-09-11,2026-09-11,Delivered,China,Boston Flagship
LOG-000387,PO-000387,Ryder,Air,12.37,2026-12-31,2026-12-31,Delivered,China,Boston Flagship
LOG-000388,PO-000388,FedEx Freight,Truck,5.15,2024-11-17,2024-11-17,Delivered,USA,Boston Flagship
LOG-000389,PO-000389,UPS Supply Chain,Truck,3.66,2024-12-17,2024-12-17,Delivered,USA,Boston Flagship
LOG-000390,PO-000390,Ryder,Truck,9.22,2025-01-11,2025-01-11,Delivered,USA,Boston Flagship
LOG-000391,PO-000391,Echo Global,Truck,6.75,2025-02-04,2025-02-03,Delivered,USA,Boston Flagship
LOG-000392,PO-000392,Echo Global,Truck,11.25,2025-02-21,2025-02-21,Delivered,USA,Boston Flagship
LOG-000393,PO-000393,FedEx Freight,Truck,11.1,2025-03-05,2025-03-05,Delivered,USA,Boston Flagship
LOG-000394,PO-000394,UPS Supply Chain,Air,8.42,2025-03-25,2025-03-25,Delivered,USA,Boston Flagship
LOG-000395,PO-000395,Ryder,Truck,8.35,2025-04-25,2025-04-25,Delivered,USA,Boston Flagship
LOG-000396,PO-000396,J.B. Hunt,Sea,8.25,2025-05-20,2025-05-20,Delivered,USA,Boston Flagship
LOG-000397,PO-000397,J.B. Hunt,Rail,9.09,2025-06-27,2025-06-27,Delivered,USA,Boston Flagship
LOG-000398,PO-000398,Ryder,Sea,4.37,2025-08-05,2025-08-05,Delivered,USA,Boston Flagship
LOG-000399,PO-000399,Ryder,Air,2.66,2025-08-09,2025-08-09,Delivered,USA,Boston Flagship
LOG-000400,PO-000400,J.B. Hunt,Truck,2.98,2025-09-26,2025-09-26,Delivered,USA,Boston Flagship
LOG-000401,PO-000401,Echo Global,Truck,3.23,2025-10-21,2025-10-21,Delivered,USA,Boston Flagship
LOG-000402,PO-000402,XPO Logistics,Truck,4.45,2025-11-29,2025-11-29,Delivered,USA,Boston Flagship
LOG-000403,PO-000403,UPS Supply Chain,Truck,2.37,2025-12-29,2026-01-03,Delivered,USA,Boston Flagship
LOG-000404,PO-000404,Ryder,Truck,4.46,2026-04-01,2026-04-01,Delivered,USA,Boston Flagship
LOG-000405,PO-000405,XPO Logistics,Sea,3.7,2026-06-28,2026-06-27,Delivered,USA,Boston Flagship
LOG-000406,PO-000406,FedEx Freight,Truck,2.69,2026-07-30,2026-08-01,Delivered,USA,Boston Flagship
LOG-000407,PO-000407,FedEx Freight,Truck,3.04,2026-12-16,2026-12-16,Delivered,USA,Boston Flagship
LOG-000408,PO-000408,UPS Supply Chain,Sea,2.15,2024-11-01,2024-11-01,Delivered,USA,Boston Flagship
LOG-000409,PO-000409,Ryder,Sea,2.28,2024-11-20,2024-11-20,Delivered,USA,Boston Flagship
LOG-000410,PO-000410,J.B. Hunt,Truck,4.14,2024-12-02,2024-12-01,Delivered,USA,Boston Flagship
LOG-000411,PO-000411,Echo Global,Air,4.7,2025-02-23,2025-02-22,Delivered,USA,Boston Flagship
LOG-000412,PO-000412,Ryder,Truck,1.24,2025-03-07,2025-03-07,Delivered,USA,Boston Flagship
LOG-000413,PO-000413,J.B. Hunt,Rail,2.93,2025-06-23,2025-06-23,Delivered,USA,Boston Flagship
LOG-000414,PO-000414,Echo Global,Truck,3.02,2025-07-25,2025-07-25,Delivered,USA,Boston Flagship
LOG-000415,PO-000415,Ryder,Air,2.77,2025-12-14,2025-12-14,Delivered,USA,Boston Flagship
LOG-000416,PO-000416,FedEx Freight,Truck,4.12,2026-03-25,2026-03-25,Delivered,USA,Boston Flagship
LOG-000417,PO-000417,Ryder,Air,2.31,2026-04-23,2026-04-23,Delivered,USA,Boston Flagship
LOG-000418,PO-000418,XPO Logistics,Truck,3.77,2026-09-05,2026-09-05,Delivered,USA,Boston Flagship
LOG-000419,PO-000419,FedEx Freight,Truck,3.54,2026-10-10,2026-10-10,Delivered,USA,Boston Flagship
LOG-000420,PO-000420,Echo Global,Truck,1.73,2024-10-26,2024-10-26,Delivered,USA,Boston Flagship
LOG-000421,PO-000421,J.B. Hunt,Rail,1.88,2024-12-11,2024-12-10,Delivered,USA,Boston Flagship
LOG-000422,PO-000422,J.B. Hunt,Rail,2.68,2025-03-08,2025-03-08,Delivered,USA,Boston Flagship
LOG-000423,PO-000423,XPO Logistics,Truck,2.2,2025-11-05,2025-11-05,Delivered,USA,Boston Flagship
LOG-000424,PO-000424,UPS Supply Chain,Rail,2.06,2026-06-24,2026-06-24,Delivered,USA,Boston Flagship
LOG-000425,PO-000425,UPS Supply Chain,Truck,1.5,2026-09-14,2026-09-14,Delivered,USA,Boston Flagship
LOG-000426,PO-000426,XPO Logistics,Truck,2.35,2026-11-17,2026-11-16,Delivered,USA,Boston Flagship
LOG-000427,PO-000427,XPO Logistics,Truck,2.67,2024-10-18,2024-10-18,Delivered,USA,Boston Flagship
LOG-000428,PO-000428,FedEx Freight,Rail,2.07,2024-11-04,2024-11-04,Delivered,USA,Boston Flagship
LOG-000429,PO-000429,Echo Global,Truck,2.1,2024-12-09,2024-12-09,Delivered,USA,Boston Flagship
LOG-000430,PO-000430,FedEx Freight,Truck,3.31,2024-12-26,2024-12-26,Delivered,USA,Boston Flagship
LOG-000431,PO-000431,UPS Supply Chain,Air,2.2,2024-12-31,2025-01-03,Delivered,USA,Boston Flagship
LOG-000432,PO-000432,XPO Logistics,Truck,4.56,2025-01-20,2025-01-25,Delivered,USA,Boston Flagship
LOG-000433,PO-000433,Ryder,Truck,3.01,2025-02-28,2025-02-28,Delivered,USA,Boston Flagship
LOG-000434,PO-000434,Ryder,Truck,1.8,2025-03-13,2025-03-13,Delivered,USA,Boston Flagship
LOG-000435,PO-000435,UPS Supply Chain,Air,3.77,2025-03-24,2025-03-24,Delivered,USA,Boston Flagship
LOG-000436,PO-000436,Echo Global,Truck,3.09,2025-04-15,2025-04-15,Delivered,USA,Boston Flagship
LOG-000437,PO-000437,J.B. Hunt,Rail,2.25,2025-04-28,2025-04-28,Delivered,USA,Boston Flagship
LOG-000438,PO-000438,J.B. Hunt,Air,2.44,2025-05-03,2025-05-03,Delivered,USA,Boston Flagship
LOG-000439,PO-000439,FedEx Freight,Truck,3.09,2025-05-26,2025-05-26,Delivered,USA,Boston Flagship
LOG-000440,PO-000440,Ryder,Truck,3.34,2025-06-03,2025-06-03,Delivered,USA,Boston Flagship
LOG-000441,PO-000441,XPO Logistics,Truck,1.92,2025-06-12,2025-06-12,Delivered,USA,Boston Flagship
LOG-000442,PO-000442,Echo Global,Truck,3.12,2025-07-01,2025-06-30,Delivered,USA,Boston Flagship
LOG-000443,PO-000443,Ryder,Air,2.65,2025-07-05,2025-07-05,Delivered,USA,Boston Flagship
LOG-000444,PO-000444,UPS Supply Chain,Truck,2.95,2025-07-24,2025-07-24,Delivered,USA,Boston Flagship
LOG-000445,PO-000445,XPO Logistics,Truck,2.58,2025-08-01,2025-08-05,Delivered,USA,Boston Flagship
LOG-000446,PO-000446,J.B. Hunt,Truck,2.14,2025-08-14,2025-08-14,Delivered,USA,Boston Flagship
LOG-000447,PO-000447,FedEx Freight,Sea,2.64,2025-09-09,2025-09-09,Delivered,USA,Boston Flagship
LOG-000448,PO-000448,Ryder,Truck,2.46,2025-09-25,2025-09-25,Delivered,USA,Boston Flagship
LOG-000449,PO-000449,J.B. Hunt,Truck,2.43,2025-10-16,2025-10-16,Delivered,USA,Boston Flagship
LOG-000450,PO-000450,Echo Global,Rail,1.81,2025-10-22,2025-10-22,Delivered,USA,Boston Flagship
LOG-000451,PO-000451,Ryder,Truck,4.08,2025-11-06,2025-11-06,Delivered,USA,Boston Flagship
LOG-000452,PO-000452,UPS Supply Chain,Truck,2.53,2025-11-13,2025-11-13,Delivered,USA,Boston Flagship
LOG-000453,PO-000453,Echo Global,Truck,2.19,2025-12-13,2025-12-13,Delivered,USA,Boston Flagship
LOG-000454,PO-000454,XPO Logistics,Truck,3.22,2025-12-26,2025-12-26,Delivered,USA,Boston Flagship
LOG-000455,PO-000455,UPS Supply Chain,Truck,3.86,2026-01-03,2026-01-03,Delivered,USA,Boston Flagship
LOG-000456,PO-000456,J.B. Hunt,Air,2.57,2026-01-12,2026-01-12,Delivered,USA,Boston Flagship
LOG-000457,PO-000457,XPO Logistics,Sea,3.83,2026-01-17,2026-01-17,Delivered,USA,Boston Flagship
LOG-000458,PO-000458,J.B. Hunt,Sea,1.09,2026-02-02,2026-02-02,Delivered,USA,Boston Flagship
LOG-000459,PO-000459,FedEx Freight,Truck,3.32,2026-02-15,2026-02-15,Delivered,USA,Boston Flagship
LOG-000460,PO-000460,UPS Supply Chain,Truck,1.75,2026-03-22,2026-03-22,Delivered,USA,Boston Flagship
LOG-000461,PO-000461,Echo Global,Truck,4.04,2026-04-04,2026-04-04,Delivered,USA,Boston Flagship
LOG-000462,PO-000462,Echo Global,Truck,2.52,2026-04-14,2026-04-14,Delivered,USA,Boston Flagship
LOG-000463,PO-000463,FedEx Freight,Rail,1.6,2026-04-27,2026-04-27,Delivered,USA,Boston Flagship
LOG-000464,PO-000464,FedEx Freight,Truck,4.19,2026-05-05,2026-05-05,Delivered,USA,Boston Flagship
LOG-000465,PO-000465,Ryder,Truck,3.1,2026-05-30,2026-05-30,Delivered,USA,Boston Flagship
LOG-000466,PO-000466,FedEx Freight,Truck,2.15,2026-06-05,2026-06-05,Delivered,USA,Boston Flagship
LOG-000467,PO-000467,UPS Supply Chain,Truck,2.82,2026-06-14,2026-06-20,Delivered,USA,Boston Flagship
