ReturnID,ReturnDate,InvoiceID,StoreName,SKU,ProductName,Category,ReturnedQty,ReturnReason,RefundAmount
RET-000198,2026-08-08,INV-0000259,Boston Flagship,PRD-0005,UrbanHarvest Carbonated Drinks Classic,Beverages,1,Quality Issue,1.66
RET-000199,2026-08-09,INV-0056550,Phoenix Compact,PRD-0115,ClearSpring Frozen Meals Lite,Frozen Foods,1,Damaged,15.42
RET-000200,2025-07-13,INV-0052892,Tampa Compact,PRD-0128,QuickServe Ice Cream Plus,Frozen Foods,1,Damaged,6.77
RET-000201,2025-05-27,INV-0003372,Boston Flagship,PRD-0072,FreshFirst Cheese Select,Dairy,1,Incorrect Shipment,5.53
RET-000202,2026-07-19,INV-0065717,Indianapolis Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,1,Expired,11.93
RET-000203,2026-07-19,INV-0054110,Phoenix Compact,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Customer Return,2.41
RET-000204,2026-11-24,INV-0057192,Phoenix Compact,PRD-0139,FreshFirst Vitamins Original,Health & Beauty,3,Customer Return,21.53
RET-000205,2026-12-22,INV-0043973,Columbus Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,2,Damaged,4.42
RET-000206,2026-07-30,INV-0058709,Providence Express,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,3,Expired,4.84
RET-000207,2025-08-13,INV-0057921,Providence Express,PRD-0004,PureChoice Carbonated Drinks Classic,Beverages,1,Damaged,1.1
RET-000208,2026-09-05,INV-0015799,Chicago Flagship,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,3,Quality Issue,4.54
RET-000209,2026-02-11,INV-0053418,Tampa Compact,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,2,Quality Issue,30.94
RET-000210,2025-04-06,INV-0051237,Tampa Compact,PRD-0076,ClearSpring Yogurt Plus,Dairy,5,Incorrect Shipment,13.63
RET-000211,2026-05-19,INV-0024938,Denver Standard,PRD-0081,PureChoice Butter & Spreads Lite,Dairy,1,Expired,8.68
RET-000212,2026-02-27,INV-0001965,Boston Flagship,PRD-0038,UrbanHarvest Chips & Crisps Deluxe 300g,Snacks,1,Customer Return,2.97
RET-000213,2026-08-09,INV-0064292,Indianapolis Standard,PRD-0057,ElitePro Cookies & Bars Classic 250g,Snacks,3,Expired,8.89
RET-000214,2025-08-26,INV-0034861,Philadelphia Standard,PRD-0144,OptimaFood Personal Care Value,Health & Beauty,3,Expired,19.1
RET-000215,2026-04-09,INV-0059170,Providence Express,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,3,Expired,13.04
RET-000216,2026-01-07,INV-0014538,Atlanta Flagship,PRD-0161,PureChoice Cleaning Products Pro,Household,1,Damaged,6.92
RET-000217,2026-05-19,INV-0075119,Detroit Compact,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,1,Damaged,7.05
RET-000218,2026-10-09,INV-0036134,Charlotte Standard,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,1,Customer Return,1.69
RET-000219,2026-07-04,INV-0011012,Atlanta Flagship,PRD-0074,BluePeak Yogurt Deluxe,Dairy,4,Incorrect Shipment,17.72
RET-000220,2026-04-05,INV-0050778,Tampa Compact,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,3,Expired,7.81
RET-000221,2026-12-26,INV-0053675,Tampa Compact,PRD-0158,ElitePro Cleaning Products Deluxe,Household,2,Incorrect Shipment,9.1
RET-000222,2025-10-02,INV-0028732,Philadelphia Standard,PRD-0015,QuickServe Juices Premium,Beverages,1,Customer Return,3.98
RET-000223,2026-08-27,INV-0051635,Tampa Compact,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,3,Customer Return,6.27
RET-000224,2026-03-22,INV-0043911,Columbus Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,2,Customer Return,4.11
RET-000225,2026-01-06,INV-0023264,Denver Standard,PRD-0032,FreshFirst Energy Drinks Plus,Beverages,1,Damaged,5.75
RET-000226,2025-07-26,INV-0048800,Tampa Compact,PRD-0002,PureChoice Carbonated Drinks Plus,Beverages,4,Quality Issue,8.04
RET-000227,2025-07-25,INV-0043703,Columbus Standard,PRD-0027,ValuBrand Water & Sparkling Plus,Beverages,2,Expired,2.56
RET-000228,2026-12-04,INV-0025386,Denver Standard,PRD-0094,SunRise Canned Goods Value 200g,Grocery,2,Quality Issue,8.6
RET-000229,2026-07-24,INV-0075962,Raleigh Standard,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Damaged,2.66
RET-000230,2026-07-02,INV-0063843,Indianapolis Standard,PRD-0039,UrbanHarvest Chips & Crisps Plus 1000g,Snacks,2,Damaged,9.58
RET-000231,2026-06-24,INV-0017232,Chicago Flagship,PRD-0061,BluePeak Cookies & Bars Original 400g,Snacks,6,Expired,20.31
RET-000232,2025-09-25,INV-0043238,Columbus Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,3,Customer Return,8.19
RET-000233,2025-09-27,INV-0032539,Philadelphia Standard,PRD-0096,EverGreen Condiments Premium 500g,Grocery,2,Customer Return,14.67
RET-000234,2026-04-29,INV-0021496,Chicago Flagship,PRD-0155,QuickServe Cleaning Products Original,Household,1,Damaged,3.01
RET-000235,2026-09-28,INV-0048411,Columbus Standard,PRD-0155,QuickServe Cleaning Products Original,Household,2,Incorrect Shipment,6.8
RET-000236,2026-01-03,INV-0025854,Denver Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,2,Customer Return,16.85
RET-000237,2025-09-29,INV-0001247,Boston Flagship,PRD-0026,CoastalSelect Water & Sparkling Original,Beverages,4,Incorrect Shipment,3.09
RET-000238,2026-06-30,INV-0066938,Indianapolis Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,4,Customer Return,41.53
RET-000239,2026-07-02,INV-0074883,Detroit Compact,PRD-0108,UrbanHarvest Pasta & Grains Select 400g,Grocery,1,Customer Return,3.14
RET-000240,2026-11-23,INV-0054351,Phoenix Compact,PRD-0016,FreshFirst Juices Deluxe,Beverages,4,Incorrect Shipment,18.63
RET-000241,2026-06-21,INV-0027963,Philadelphia Standard,PRD-0002,PureChoice Carbonated Drinks Plus,Beverages,1,Quality Issue,2.2
RET-000242,2024-10-31,INV-0032735,Philadelphia Standard,PRD-0100,FreshFirst Condiments Pro 250g,Grocery,3,Customer Return,20.94
RET-000243,2026-06-30,INV-0039050,Charlotte Standard,PRD-0073,QuickServe Yogurt Pro,Dairy,1,Expired,2.7
RET-000244,2026-12-06,INV-0014482,Atlanta Flagship,PRD-0159,ElitePro Cleaning Products Lite,Household,1,Damaged,11.25
RET-000245,2026-08-08,INV-0058459,Providence Express,PRD-0016,FreshFirst Juices Deluxe,Beverages,2,Customer Return,8.81
RET-000246,2024-12-13,INV-0028569,Philadelphia Standard,PRD-0012,PureChoice Carbonated Drinks Lite,Beverages,3,Damaged,8.98
RET-000247,2024-11-20,INV-0014370,Atlanta Flagship,PRD-0158,ElitePro Cleaning Products Deluxe,Household,3,Quality Issue,14.1
RET-000248,2026-04-04,INV-0037747,Charlotte Standard,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,4,Expired,18.81
RET-000249,2024-11-29,INV-0010622,Atlanta Flagship,PRD-0067,EverGreen Cheese Classic,Dairy,1,Expired,12.77
RET-000250,2026-03-07,INV-0037096,Charlotte Standard,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,4,Customer Return,6.49
RET-000251,2026-06-09,INV-0073391,Detroit Compact,PRD-0014,OptimaFood Juices Select,Beverages,2,Expired,5.42
RET-000252,2026-06-09,INV-0076558,Raleigh Standard,PRD-0050,HomeComfort Nuts & Seeds Deluxe 500g,Snacks,3,Expired,21.28
RET-000253,2026-12-20,INV-0074766,Detroit Compact,PRD-0096,EverGreen Condiments Premium 500g,Grocery,8,Quality Issue,60.71
RET-000254,2025-05-15,INV-0057324,Phoenix Compact,PRD-0146,UrbanHarvest Personal Care Lite,Health & Beauty,1,Customer Return,3.94
RET-000255,2025-10-04,INV-0071500,Salt Lake City Express,PRD-0055,OptimaFood Nuts & Seeds Select 400g,Snacks,5,Expired,53.3
RET-000256,2026-04-05,INV-0045371,Columbus Standard,PRD-0072,FreshFirst Cheese Select,Dairy,5,Damaged,25.82
RET-000257,2026-10-27,INV-0034732,Philadelphia Standard,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,2,Customer Return,45.75
RET-000258,2026-08-19,INV-0067613,Nashville Compact,PRD-0018,CoastalSelect Juices Plus,Beverages,3,Damaged,5.87
RET-000259,2025-06-30,INV-0044719,Columbus Standard,PRD-0054,QuickServe Nuts & Seeds Deluxe 500g,Snacks,6,Incorrect Shipment,34.91
RET-000260,2025-10-11,INV-0033565,Philadelphia Standard,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,1,Customer Return,8.95
RET-000261,2025-08-01,INV-0007593,Boston Flagship,PRD-0161,PureChoice Cleaning Products Pro,Household,7,Incorrect Shipment,54.04
RET-000262,2026-10-07,INV-0056848,Phoenix Compact,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,1,Expired,7.13
RET-000263,2026-08-18,INV-0034003,Philadelphia Standard,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,4,Customer Return,29.15
RET-000264,2025-01-25,INV-0007666,Boston Flagship,PRD-0163,SunRise Paper Products Premium,Household,1,Quality Issue,6.54
RET-000265,2026-10-14,INV-0004087,Boston Flagship,PRD-0087,HomeComfort Canned Goods Original 200g,Grocery,5,Quality Issue,7.13
RET-000266,2026-09-17,INV-0080115,Milwaukee Compact,PRD-0091,EverGreen Canned Goods Lite 200g,Grocery,4,Damaged,11.22
RET-000267,2026-12-31,INV-0076398,Raleigh Standard,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Customer Return,2.02
RET-000268,2025-11-29,INV-0051685,Tampa Compact,PRD-0090,BluePeak Canned Goods Deluxe 250g,Grocery,5,Expired,18.3
RET-000269,2025-04-18,INV-0034108,Philadelphia Standard,PRD-0129,ElitePro Ice Cream Pro,Frozen Foods,2,Incorrect Shipment,12.82
RET-000270,2026-12-30,INV-0022314,Denver Standard,PRD-0008,QuickServe Carbonated Drinks Deluxe,Beverages,3,Customer Return,8.04
RET-000271,2025-09-26,INV-0017172,Chicago Flagship,PRD-0060,QuickServe Cookies & Bars Deluxe 400g,Snacks,1,Customer Return,3.7
RET-000272,2026-11-12,INV-0016535,Chicago Flagship,PRD-0044,EverGreen Chips & Crisps Original 300g,Snacks,2,Quality Issue,6.87
RET-000273,2026-11-15,INV-0051475,Tampa Compact,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,2,Damaged,17.48
RET-000274,2026-12-15,INV-0079689,Milwaukee Compact,PRD-0016,FreshFirst Juices Deluxe,Beverages,4,Incorrect Shipment,17.08
RET-000275,2026-06-28,INV-0031243,Philadelphia Standard,PRD-0071,CoastalSelect Cheese Lite,Dairy,5,Damaged,61.44
RET-000276,2026-08-30,INV-0008732,Atlanta Flagship,PRD-0018,CoastalSelect Juices Plus,Beverages,3,Quality Issue,5.53
RET-000277,2025-09-25,INV-0044855,Columbus Standard,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,1,Customer Return,2.74
RET-000278,2026-05-03,INV-0054065,Phoenix Compact,PRD-0008,QuickServe Carbonated Drinks Deluxe,Beverages,1,Quality Issue,2.45
RET-000279,2026-01-08,INV-0060285,Providence Express,PRD-0082,HomeComfort Butter & Spreads Classic,Dairy,1,Customer Return,8.54
RET-000280,2026-06-22,INV-0070111,Nashville Compact,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,6,Incorrect Shipment,50.23
RET-000281,2026-07-09,INV-0016137,Chicago Flagship,PRD-0033,NaturePath Energy Drinks Plus,Beverages,1,Damaged,3.53
RET-000282,2026-12-29,INV-0025910,Denver Standard,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,4,Expired,47.4
RET-000283,2026-12-31,INV-0068480,Nashville Compact,PRD-0055,OptimaFood Nuts & Seeds Select 400g,Snacks,5,Quality Issue,55.46
RET-000284,2026-12-31,INV-0065982,Indianapolis Standard,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,2,Customer Return,13.52
RET-000285,2026-08-25,INV-0060874,Providence Express,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,1,Expired,6.67
RET-000286,2026-10-14,INV-0075410,Detroit Compact,PRD-0136,FreshFirst Vitamins Plus,Health & Beauty,5,Expired,43.99
RET-000287,2025-06-14,INV-0048541,Columbus Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,1,Customer Return,10.2
RET-000288,2024-10-26,INV-0031844,Philadelphia Standard,PRD-0084,HomeComfort Butter & Spreads Classic,Dairy,1,Customer Return,6.74
RET-000289,2026-12-04,INV-0077519,Raleigh Standard,PRD-0135,BluePeak Vitamins Select,Health & Beauty,1,Customer Return,9.13
RET-000290,2026-02-03,INV-0011106,Atlanta Flagship,PRD-0076,ClearSpring Yogurt Plus,Dairy,5,Damaged,14.37
RET-000291,2026-07-12,INV-0059274,Providence Express,PRD-0045,PureChoice Chips & Crisps Value 500g,Snacks,1,Damaged,2.84
RET-000292,2026-04-26,INV-0032096,Philadelphia Standard,PRD-0089,OptimaFood Canned Goods Lite 250g,Grocery,2,Quality Issue,5.58
RET-000293,2025-04-07,INV-0049970,Tampa Compact,PRD-0032,FreshFirst Energy Drinks Plus,Beverages,6,Damaged,35.78
RET-000294,2025-01-25,INV-0023125,Denver Standard,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,1,Customer Return,1.89
RET-000295,2025-07-13,INV-0018021,Chicago Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Quality Issue,4.2
RET-000296,2026-01-17,INV-0022396,Denver Standard,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Damaged,2.31
RET-000297,2024-11-22,INV-0024344,Denver Standard,PRD-0067,EverGreen Cheese Classic,Dairy,5,Customer Return,68.85
RET-000298,2026-10-20,INV-0067851,Nashville Compact,PRD-0028,BluePeak Water & Sparkling Deluxe,Beverages,1,Quality Issue,1.56
RET-000299,2026-05-25,INV-0066521,Indianapolis Standard,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,84,Expired,1682.37
RET-000300,2026-02-18,INV-0063700,Indianapolis Standard,PRD-0033,NaturePath Energy Drinks Plus,Beverages,1,Expired,3.43
RET-000301,2026-12-31,INV-0034339,Philadelphia Standard,PRD-0135,BluePeak Vitamins Select,Health & Beauty,1,Quality Issue,9.74
RET-000302,2025-04-04,INV-0003671,Boston Flagship,PRD-0078,ValuBrand Yogurt Classic,Dairy,1,Customer Return,4.05
RET-000303,2026-02-19,INV-0054021,Phoenix Compact,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,1,Customer Return,1.8
RET-000304,2025-03-15,INV-0047338,Columbus Standard,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,1,Expired,5.07
RET-000305,2026-07-04,INV-0077036,Raleigh Standard,PRD-0093,BluePeak Canned Goods Classic 400g,Grocery,1,Quality Issue,2.02
RET-000306,2026-01-15,INV-0054859,Phoenix Compact,PRD-0038,UrbanHarvest Chips & Crisps Deluxe 300g,Snacks,5,Customer Return,15.39
RET-000307,2026-09-24,INV-0048825,Tampa Compact,PRD-0002,PureChoice Carbonated Drinks Plus,Beverages,4,Customer Return,8.89
RET-000308,2026-01-23,INV-0042861,Columbus Standard,PRD-0001,BluePeak Carbonated Drinks Plus,Beverages,1,Quality Issue,1.31
RET-000309,2026-02-13,INV-0017370,Chicago Flagship,PRD-0066,OptimaFood Cheese Lite,Dairy,1,Incorrect Shipment,14.92
RET-000310,2026-07-06,INV-0074928,Detroit Compact,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,4,Quality Issue,43.05
RET-000311,2026-12-26,INV-0052888,Tampa Compact,PRD-0127,SunRise Frozen Vegetables Deluxe,Frozen Foods,1,Customer Return,2.97
RET-000312,2026-06-03,INV-0032808,Philadelphia Standard,PRD-0102,ClearSpring Condiments Lite 750g,Grocery,9,Quality Issue,26.61
RET-000313,2026-07-26,INV-0044877,Columbus Standard,PRD-0058,EverGreen Cookies & Bars Original 500g,Snacks,2,Damaged,5.64
RET-000314,2026-09-17,INV-0059182,Providence Express,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,5,Customer Return,22.88
RET-000315,2026-11-05,INV-0078235,Hartford Express,PRD-0030,BluePeak Water & Sparkling Plus,Beverages,5,Damaged,10.29
RET-000316,2026-12-01,INV-0046526,Columbus Standard,PRD-0098,CoastalSelect Condiments Plus 1000g,Grocery,1,Quality Issue,6.43
RET-000317,2025-08-07,INV-0043049,Columbus Standard,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,5,Customer Return,8.4
RET-000318,2026-04-11,INV-0070567,Nashville Compact,PRD-0160,BluePeak Cleaning Products Plus,Household,1,Customer Return,9.02
RET-000319,2026-08-19,INV-0046046,Columbus Standard,PRD-0088,UrbanHarvest Canned Goods Original 500g,Grocery,2,Customer Return,4.54
RET-000320,2026-08-07,INV-0076347,Raleigh Standard,PRD-0034,ClearSpring Energy Drinks Premium,Beverages,1,Damaged,3.71
RET-000321,2026-11-03,INV-0079508,Hartford Express,PRD-0159,ElitePro Cleaning Products Lite,Household,4,Customer Return,45.65
RET-000322,2026-06-02,INV-0029982,Philadelphia Standard,PRD-0041,UrbanHarvest Chips & Crisps Premium 300g,Snacks,9,Customer Return,19.96
RET-000323,2025-02-05,INV-0014060,Atlanta Flagship,PRD-0149,QuickServe OTC Medicine Premium,Health & Beauty,1,Incorrect Shipment,16.42
RET-000324,2026-07-17,INV-0028532,Philadelphia Standard,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Damaged,2.78
RET-000325,2025-09-06,INV-0030146,Philadelphia Standard,PRD-0046,ElitePro Chips & Crisps Deluxe 250g,Snacks,1,Customer Return,1.27
RET-000326,2026-10-18,INV-0054481,Phoenix Compact,PRD-0025,ElitePro Water & Sparkling Plus,Beverages,2,Damaged,3.66
RET-000327,2026-09-14,INV-0069368,Nashville Compact,PRD-0096,EverGreen Condiments Premium 500g,Grocery,2,Customer Return,15.51
RET-000328,2026-02-05,INV-0012036,Atlanta Flagship,PRD-0096,EverGreen Condiments Premium 500g,Grocery,3,Customer Return,23.72
RET-000329,2024-11-10,INV-0026117,Denver Standard,PRD-0117,GoldCrest Frozen Meals Plus,Frozen Foods,1,Expired,8.39
RET-000330,2026-11-30,INV-0077607,Raleigh Standard,PRD-0140,PureChoice Vitamins Classic,Health & Beauty,1,Damaged,21.88
RET-000331,2025-10-11,INV-0041404,Charlotte Standard,PRD-0125,CoastalSelect Frozen Vegetables Premium,Frozen Foods,1,Quality Issue,7.16
RET-000332,2026-04-05,INV-0027661,Denver Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,1,Expired,10.83
RET-000333,2026-10-30,INV-0038617,Charlotte Standard,PRD-0063,OptimaFood Cookies & Bars Deluxe 200g,Snacks,1,Customer Return,4.0
RET-000334,2025-10-07,INV-0024626,Denver Standard,PRD-0073,QuickServe Yogurt Pro,Dairy,4,Customer Return,11.73
RET-000335,2025-04-20,INV-0009679,Atlanta Flagship,PRD-0040,UrbanHarvest Chips & Crisps Premium 1000g,Snacks,3,Damaged,12.3
RET-000336,2025-05-23,INV-0055076,Phoenix Compact,PRD-0049,GoldCrest Nuts & Seeds Deluxe 750g,Snacks,7,Quality Issue,52.25
RET-000337,2025-11-25,INV-0071638,Salt Lake City Express,PRD-0067,EverGreen Cheese Classic,Dairy,4,Customer Return,59.14
RET-000338,2026-05-24,INV-0043084,Columbus Standard,PRD-0007,ValuBrand Carbonated Drinks Premium,Beverages,2,Customer Return,3.66
RET-000339,2025-11-15,INV-0029702,Philadelphia Standard,PRD-0035,ElitePro Energy Drinks Select,Beverages,1,Damaged,2.21
RET-000340,2026-07-15,INV-0007448,Boston Flagship,PRD-0158,ElitePro Cleaning Products Deluxe,Household,2,Customer Return,9.36
RET-000341,2025-04-03,INV-0038055,Charlotte Standard,PRD-0049,GoldCrest Nuts & Seeds Deluxe 750g,Snacks,2,Expired,13.09
RET-000342,2026-08-15,INV-0022687,Denver Standard,PRD-0015,QuickServe Juices Premium,Beverages,10,Damaged,43.06
RET-000343,2025-11-05,INV-0012972,Atlanta Flagship,PRD-0119,PureChoice Frozen Meals Lite,Frozen Foods,1,Customer Return,7.05
RET-000344,2025-12-27,INV-0026083,Denver Standard,PRD-0116,CoastalSelect Frozen Meals Select,Frozen Foods,1,Damaged,12.25
RET-000345,2026-12-06,INV-0035571,Philadelphia Standard,PRD-0159,ElitePro Cleaning Products Lite,Household,2,Expired,21.67
RET-000346,2026-07-27,INV-0068314,Nashville Compact,PRD-0048,ElitePro Nuts & Seeds Premium 750g,Snacks,2,Customer Return,16.16
RET-000347,2026-11-30,INV-0016926,Chicago Flagship,PRD-0053,UrbanHarvest Nuts & Seeds Original 400g,Snacks,9,Quality Issue,80.16
RET-000348,2026-04-01,INV-0072027,Salt Lake City Express,PRD-0093,BluePeak Canned Goods Classic 400g,Grocery,1,Quality Issue,1.97
RET-000349,2026-04-03,INV-0023718,Denver Standard,PRD-0046,ElitePro Chips & Crisps Deluxe 250g,Snacks,5,Incorrect Shipment,6.73
RET-000350,2025-09-04,INV-0049060,Tampa Compact,PRD-0010,NaturePath Carbonated Drinks Plus,Beverages,1,Incorrect Shipment,2.51
RET-000351,2026-07-14,INV-0040369,Charlotte Standard,PRD-0102,ClearSpring Condiments Lite 750g,Grocery,3,Customer Return,10.09
RET-000352,2026-12-03,INV-0020150,Chicago Flagship,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,6,Expired,29.07
RET-000353,2026-11-02,INV-0074756,Detroit Compact,PRD-0096,EverGreen Condiments Premium 500g,Grocery,3,Incorrect Shipment,24.58
RET-000354,2025-04-26,INV-0046343,Columbus Standard,PRD-0095,CoastalSelect Condiments Select 500g,Grocery,1,Quality Issue,7.05
RET-000355,2025-12-11,INV-0002530,Boston Flagship,PRD-0050,HomeComfort Nuts & Seeds Deluxe 500g,Snacks,3,Expired,21.1
RET-000356,2026-03-24,INV-0067704,Nashville Compact,PRD-0024,SunRise Water & Sparkling Premium,Beverages,1,Expired,1.43
RET-000357,2026-08-31,INV-0019546,Chicago Flagship,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,50,Damaged,555.33
RET-000358,2025-09-14,INV-0064078,Indianapolis Standard,PRD-0049,GoldCrest Nuts & Seeds Deluxe 750g,Snacks,3,Damaged,21.1
RET-000359,2026-03-01,INV-0019514,Chicago Flagship,PRD-0113,SunRise Frozen Meals Plus,Frozen Foods,4,Expired,48.01
RET-000360,2025-01-20,INV-0023477,Denver Standard,PRD-0039,UrbanHarvest Chips & Crisps Plus 1000g,Snacks,6,Customer Return,27.07
RET-000361,2026-11-07,INV-0073355,Detroit Compact,PRD-0011,ElitePro Carbonated Drinks Pro,Beverages,1,Quality Issue,2.67
RET-000362,2026-12-31,INV-0056887,Phoenix Compact,PRD-0127,SunRise Frozen Vegetables Deluxe,Frozen Foods,3,Damaged,9.58
RET-000363,2025-11-14,INV-0005738,Boston Flagship,PRD-0121,CoastalSelect Frozen Vegetables Value,Frozen Foods,1,Customer Return,5.0
RET-000364,2025-02-06,INV-0042532,Charlotte Standard,PRD-0158,ElitePro Cleaning Products Deluxe,Household,1,Quality Issue,5.08
RET-000365,2026-08-18,INV-0079486,Hartford Express,PRD-0158,ElitePro Cleaning Products Deluxe,Household,2,Customer Return,9.59
RET-000366,2026-04-21,INV-0074141,Detroit Compact,PRD-0063,OptimaFood Cookies & Bars Deluxe 200g,Snacks,1,Incorrect Shipment,3.7
